,issued_date,contractor_name,latitude,longitude
906,2016-08-29,"MCO & ASSOCIATES, LLC",33.392098,-111.614986
907,2016-06-23,SENTRY BUILDERS LLC,33.436718,-111.688535
908,2016-05-09,PEGASUS POOLS,,
909,2016-04-28,CALIFORNIA POOLS & SPAS,33.321951,-111.608515
910,2016-07-18,"ESPO BUILDERS, INC",33.434288,-111.628071
911,2016-04-27,CITY OF MESA TRANSPORTATION,33.400439,-111.80479
912,2016-02-04,REI CONSTRUCTION,33.403501,-111.85661
913,2016-06-14,BERLIN PRECISON CONSTRUCTION,33.417523,-111.633197
914,2016-05-12,MERITAGE HOMES CONSTRUCTION INC,33.318664,-111.623443
915,2016-05-26,TITAN RESTORATION OF ARIZONA LLC,33.43699,-111.70833
916,2016-06-06,METRO FIRE EQUIPMENT INC,33.418151,-111.849591
917,2016-05-02,FARNSWORTH HOMES,33.359912,-111.595575
918,2016-05-11,WEST PLUMBING LLC,33.326447,-111.599265
920,2016-05-12,MERITAGE HOMES CONSTRUCTION INC,33.318859,-111.620508
921,2016-04-26,FLATIRON ELECTRIC LLC,33.454072,-111.775705
922,2016-04-25,DRAGONFLY ELECTRIC ,33.442624,-111.834797
923,2016-05-19,MIDWESTERN PRIDE LLC,33.39901,-111.818849
924,2016-05-18,"KLM BUILDERS, INC",33.439351,-111.784217
925,2016-05-10,DRH CONSTRUCTION,33.389783,-111.83563
927,2016-05-10,DRH CONSTRUCTION,33.389783,-111.83563
928,2016-05-13,BJERK BUILDERS,33.408839,-111.880491
929,2004-03-18,RED DOG ILLUMINATIONS,33.423288,-111.8571
930,2016-04-28,MBI BUILDERS LLC,33.454515,-111.639063
931,2016-05-12,SHASTA INDUSTRIES,33.432525,-111.600983
933,2016-05-12,SHASTA INDUSTRIES,33.329696,-111.607168
934,2016-10-31,CREEKER CONSTRUCTION ,33.451234,-111.826112
935,2016-06-03,SALLAWAY ENGINEERING CONTRACTORS,33.396556,-111.827807
936,2016-05-10,DRH CONSTRUCTION,33.389783,-111.83563
937,2016-05-10,DRH CONSTRUCTION,33.389783,-111.83563
938,2016-05-10,DRH CONSTRUCTION,33.389783,-111.83563
939,2016-05-04,TAYLOR MORRISON,33.472978,-111.764811
941,2016-05-04,TAYLOR MORRISON,33.472216,-111.765131
942,2016-06-13,CHEYENNE CONSTRUCTION  & DEVELOPMEN,33.477875,-111.649196
943,2016-05-13,"MATTAMY ARIZONA CONSTRUCTION, LLC",33.33404,-111.605154
944,2016-05-10,RICHMOND AMERICAN HOMES,33.419925,-111.660541
946,2017-11-02,WILLMENG CONSTRUCTION INC,33.471431,-111.736696
947,2016-05-04,MBI BUILDERS LLC,33.454484,-111.638937
948,2016-07-25,MIKE FOSTER CUSTOM HOMES INC,33.457006,-111.704649
951,2016-05-04,"WRH CONSTRUCTION, INC",33.332222,-111.605724
952,2016-05-02,FARNSWORTH HOMES,33.358216,-111.590665
953,2016-05-03,WILLIAM LYON HOMES INC,33.47548,-111.769049
954,2016-05-03,WILLIAM LYON HOMES INC,33.476228,-111.769422
955,2016-05-12,MERITAGE HOMES CONSTRUCTION INC,33.319334,-111.620016
956,2016-05-03,THE RYLAND GROUP INC,33.469843,-111.676919
957,2016-05-12,"PRESIDENTIAL POOLS & SPAS, LLC",33.31698,-111.61518
959,2016-05-12,"PRESIDENTIAL POOLS & SPAS, LLC",33.447281,-111.75008
960,2016-02-04,REI CONSTRUCTION,33.403501,-111.85661
961,2016-05-06,"MATTAMY ARIZONA CONSTRUCTION, LLC",33.334096,-111.604162
962,2016-05-09,PULTE HOMES CORPORATION,33.318382,-111.5935
963,2016-05-04,FARNSWORTH HOMES,33.358859,-111.594017
964,2016-05-12,BLUEWAVE POOLS,33.361691,-111.672908
965,2016-05-12,BLUEWAVE POOLS,33.326954,-111.612241
966,2016-05-12,BLUEWAVE POOLS,33.345388,-111.599052
968,2016-05-10,STB CONSTRUCTION,33.414375,-111.724678
969,2016-02-04,REI CONSTRUCTION,33.403501,-111.85661
970,2016-05-16,"SDB, INC",33.421231,-111.831134
972,2016-05-16,"KKITTLE, LLC",33.357697,-111.879615
974,2016-04-27,GEORGE BRAZIL SERVICES,33.427374,-111.809287
975,2016-08-02,MATTWAY LLC,33.481895,-111.711725
976,2016-05-26,DESERT SOUL LANDESIGN LLC,33.323309,-111.584413
978,2016-05-05,DC RESTORATION,33.428717,-111.723269
979,2016-06-14,CAL-AM CONSTRUCTION SERVICES,33.417655,-111.728085
981,2016-02-04,REI CONSTRUCTION,33.403501,-111.85661
983,2016-08-05,METRO FIRE EQUIPMENT INC,33.427126,-111.68169
984,2016-05-09,REI CONSTRUCTION,33.403501,-111.85661
985,2016-05-17,"AUTOMATIC GATE SYSTEMS, LLC",33.410951,-111.815518
987,2004-02-12,GRIVET ELECTRICAL INC,33.390135,-111.814965
988,2016-06-07,XCELL INC OF LOUISIANA,33.409043,-111.793247
989,2016-06-07,XCELL INC OF LOUISIANA,,
991,2016-05-12,MERITAGE HOMES CONSTRUCTION INC,33.319584,-111.620122
992,2016-05-04,MBI BUILDERS LLC,33.368564,-111.607055
993,2016-05-09,PULTE HOMES CORPORATION,33.361235,-111.679815
994,2016-05-05,CITY OF MESA TRANSPORTATION,33.389153,-111.874379
995,2016-05-23,SHELTER SOUTHWEST,33.461383,-111.709232
996,2016-05-04,TYCO INTEGRATED SECURITY,33.389007,-111.670957
998,2016-05-12,TYCO INTEGRATED SECURITY,33.389754,-111.671
999,2016-04-28,PENNEY ELECTRIC,33.459466,-111.830604
